clause_text,clause_type,domain,risk_level,source,is_synthetic
"During the Term, PaperExchange will not, directly or indirectly, design, host, operate, maintain or otherwise participate in a co-branded career center or a co-branded equipment listing Site with a Pulp and Paper Online Competitor or license a PaperExchange Link for use or display on any Pulp and Paper Online Competitor's Site.",Non-Compete,Original Corporate,HIGH,splits/train.csv,False
"Except as set forth in this Section 11.8 or Section 2.3, and except for a Change of Control under Section 10.4(b)(7) that does not provide Monsanto termination rights under this Agreement, neither this Agreement nor any of the rights, interests, or obligations hereunder shall be transferred, delegated, or assigned by a party (by operation of law or otherwise) without the prior written consent of the other party.",Change Of Control,Original Corporate,HIGH,splits/train.csv,False
"During the Term of this Agreement and for a period of one year thereafter, Converge and Vert each agree not to directly or indirectly solicit, encourage or cause others to solicit or encourage any employees or individual independent contractors of the other party to terminate their employment or independent contracting relationship with the other party and become an employee or independent contractor of the soliciting party or its Affiliate. This provision does not prohibit a party's responding to unsolicited employment inquiries and/or any",No-Solicit Of Employees,Original Corporate,HIGH,splits/train.csv,False
CONFORMIS' LIABILITY ON A PER OCCURRENCE BASIS UNDER SECTION 7.3(A)(IV) SHALL NOT   EXCEED THE GREATER OF (I) $[**] AND (II) THE AMOUNT OF INSURANCE COVERAGE ACTUALLY PAID TO   CONFORMIS UNDER THEN-CURRENT INSURANCE POLICIES OF CONFORMIS IN RESPECT OF SUCH   DAMAGES.,Cap On Liability,Original Corporate,HIGH,splits/train.csv,False
"License Grants.

1. RevMed License to SHP2 Inhibitors. Sanofi shall, effective upon any such termination of this Agreement, and hereby does, grant to RevMed [***], under all [***], and [***], to [***]. Notwithstanding the foregoing, [***] shall not include [***], and [***] shall include [***] (to the extent [***]).

2. RevMed License to Practice Certain Combinations. Sanofi shall, effective upon any such termination of this Agreement, and hereby does, grant to RevMed [***], under [***], and [***] (but excluding [***]). For the avoidance of doubt, [***] licensed under this Section 12.3(c)(ii)(A)(2) do not [***]. 60

Source: REVOLUTION MEDICINES, INC., S-1, 1/17/2020





3. Sanofi License to Practice Certain Combinations. [***] RevMed shall, effective upon any such termination of this Agreement, and hereby does, grant to Sanofi [***], under [***], and [***]. For the avoidance of doubt, [***] licensed under this Section 12.3(c)(ii)(A)(3) do not [***]. If Sanofi [***], Sanofi shall so notify RevMed in writing, and [***].",License Grant,Original Corporate,HIGH,splits/train.csv,False
"Subcontractor shall not assign any right or interest under this Agreement (excepting monies due, or to become due) or delegate or subcontract any Work or other obligation to be performed or owed under this Agreement without prior consent of EDGE.",Anti-Assignment,Original Corporate,HIGH,splits/train.csv,False
"Subject to the terms and conditions of this Agreement, WPT grants to Zynga a non-exclusive, non-assignable, non-sublicensable, royalty-free, paid up, limited license in the Territory to use and display WPT's Licensed Property solely as necessary to perform Zynga's obligations under this Agreement and as specifically described on Exhibit A, for the Term.",License Grant,Original Corporate,HIGH,splits/train.csv,False
"Licensor hereby grants to Licensee a non-exclusive, revocable, non-sublicensable license to use the Software solely for internal business testing.",License Grant,Original Corporate,LOW,splits/experiment5_contrastive_train.csv,True
"Licensor hereby grants to Licensee a non-exclusive, irrevocable, sublicensable license to use the Software in its daily business operations.",License Grant,Original Corporate,MEDIUM,splits/experiment5_contrastive_train.csv,True
"Licensor hereby grants to Licensee an exclusive, perpetual, irrevocable, sublicensable, worldwide license to modify, distribute, and exploit the Software.",License Grant,Original Corporate,HIGH,splits/experiment5_contrastive_train.csv,True
"Subject to the terms and conditions, Provider grants Client a limited, personal, non-exclusive license to access the platform.",License Grant,Original Corporate,LOW,splits/experiment5_contrastive_train.csv,True
"Subject to the terms and conditions, Provider grants Client a non-exclusive, worldwide, transferable license to use and run the platform.",License Grant,Original Corporate,MEDIUM,splits/experiment5_contrastive_train.csv,True
"Provider hereby grants Customer a sole, exclusive, perpetual, irrevocable, royalty-free license to use, copy, and modify the source code.",License Grant,Original Corporate,HIGH,splits/experiment5_contrastive_train.csv,True
"Each party's liability under this Agreement shall be limited to direct damages and shall not exceed USD 100,000.",Cap On Liability,Original Corporate,LOW,splits/experiment5_contrastive_train.csv,True
Each party's aggregate liability under this Agreement shall be limited to the total fees paid by Client in the preceding 12 months.,Cap On Liability,Original Corporate,MEDIUM,splits/experiment5_contrastive_train.csv,True
"Supplier's total aggregate liability under this Agreement for any and all claims shall be strictly capped at USD 1,000.",Cap On Liability,Original Corporate,HIGH,splits/experiment5_contrastive_train.csv,True
"Except for breach of confidentiality, neither party's liability shall exceed two times the annual subscription fee.",Cap On Liability,Original Corporate,LOW,splits/experiment5_contrastive_train.csv,True
"Except for breach of confidentiality and IP indemnity, each party's liability is capped at the total contract value.",Cap On Liability,Original Corporate,MEDIUM,splits/experiment5_contrastive_train.csv,True
Customer's right to recover damages under this Agreement is limited to a maximum refund of the last monthly service fee paid.,Cap On Liability,Original Corporate,HIGH,splits/experiment5_contrastive_train.csv,True
Licensee shall have the exclusive right to distribute the Product solely within the state of Oregon.,Exclusivity,Original Corporate,LOW,splits/experiment5_contrastive_train.csv,True
Licensor agrees not to license the Product to any direct competitor of Licensee listed in Exhibit B during the term.,Exclusivity,Original Corporate,MEDIUM,splits/experiment5_contrastive_train.csv,True
"Supplier shall not sell, license, or distribute the Product to any third party anywhere in the world during the term of this Agreement.",Exclusivity,Original Corporate,HIGH,splits/experiment5_contrastive_train.csv,True
"Provider agrees that for a period of six months, it will not offer the custom software to other local retail stores.",Exclusivity,Original Corporate,LOW,splits/experiment5_contrastive_train.csv,True
Provider covenants that it shall not develop similar software for any of Customer's primary competitors.,Exclusivity,Original Corporate,MEDIUM,splits/experiment5_contrastive_train.csv,True
Supplier covenants that it will work exclusively with Customer and will not enter into supply agreements with any other buyer.,Exclusivity,Original Corporate,HIGH,splits/experiment5_contrastive_train.csv,True
